perspective,taxonomy,n,replicate,shuffle_id,n_disjoint,n_refs,dcor_A,dcor_B,disparity_A,disparity_B,hull_area
behavioral,behavioral,10,3,0,99,4,0.38663864661362163,0.586378004972808,0.6060271752996607,0.32234058535890225,0.25552078585575055
behavioral,behavioral,10,4,0,99,4,0.2844902903784108,0.31297507004386116,0.48673421152306,0.7606015230460276,0.17614956410704324
behavioral,behavioral,10,5,0,99,4,0.3144769106227727,0.47056129986196293,0.42260334339459826,0.35883175988050053,0.17372469181419647
behavioral,behavioral,10,6,0,99,4,0.423398891170165,0.7788251119882859,0.38478086485672935,0.5995239071824179,0.30743900713551453
behavioral,behavioral,10,7,0,99,4,0.1345404241841644,0.2274677406282814,0.6990056829051069,0.6172321485681872,0.17147302580083926
behavioral,behavioral,10,8,0,99,4,0.5986880107554556,0.8976753802548904,0.27570374424956917,0.2846960354751385,0.3193035587183002
behavioral,behavioral,10,9,0,99,4,0.678903257741591,0.9029100510706641,0.1616228831696188,0.4521288671219902,0.15319988797738468
behavioral,behavioral,10,10,0,99,4,0.5257303472140957,0.88972401356467,0.4989870417809341,0.5752947428524879,0.19827650870456612
behavioral,behavioral,10,11,0,99,4,0.2257391640683633,0.42731433602862184,0.5371463371816861,0.5337398046007609,0.06209402399501402
behavioral,behavioral,10,12,0,99,4,0.28088355185018904,0.4065966150723134,0.6344472420787326,0.4988669786893094,0.1736380886504333
behavioral,behavioral,10,13,0,99,4,0.23458278180154207,0.2579770452263225,0.7594555083239739,0.7778328884651416,0.25274951718049965
behavioral,behavioral,10,14,0,99,4,0.3690868161515564,0.5349105887796921,0.614575705023813,0.6496170348214536,0.1859356443661875
behavioral,behavioral,10,15,0,99,4,0.35619419494843807,0.45911076703885656,0.4276218459424728,0.3576655888489941,0.20594084121132283
behavioral,behavioral,10,16,0,99,4,0.7998436576942193,0.9649566415889754,0.0924917929275354,0.47006316233575784,0.1505152144400359
behavioral,behavioral,10,17,0,99,4,0.2537330783113622,0.3745257515495043,0.6075042939530325,0.24412734708811396,0.18615215896930337
behavioral,behavioral,10,18,0,99,4,0.7213128221645434,0.9370532542835771,0.3995456097184203,0.47210388155810273,0.161427133882577
behavioral,behavioral,10,19,0,99,4,0.665149708940741,0.9366853040766921,0.07527816610491847,0.19071688532986392,0.22317473967498516
behavioral,behavioral,10,20,0,99,4,0.6656169953470111,0.9461179934143406,0.38029765749443045,0.21389950089612111,0.22542641411158196
behavioral,behavioral,10,21,0,99,4,0.7675878921302063,0.9732091946060732,0.1451269166366351,0.212559096241689,0.21282574481437724
behavioral,behavioral,10,22,0,99,4,0.4306317720255499,0.4189689263645377,0.31615880222497617,0.38062219532760405,0.2579889616440838
behavioral,behavioral,10,23,0,99,4,0.42072241789043485,0.8887962524488563,0.34642219466430135,0.27604445057132243,0.10063214681596792
behavioral,behavioral,10,24,0,99,4,0.31705258115116763,0.37517156119688283,0.34375781357942403,0.3917932777279594,0.18641196257898246
behavioral,behavioral,10,25,0,99,4,0.35191329752834416,0.5548444016165043,0.42410354256977445,0.401767307404941,0.2692905973242032
