perspective,kind,init_seed,model_id,mixture,dim1,dim2
structural_all_o,seed_aligned,1,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_100g2_000g3_n1000_s00_r16_i01_b5008_fea27ccee,yahoo_000g1_100g2_000g3_n1000_s00,0.304613322019577,0.18221299350261688
structural_all_o,seed_aligned,1,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_075g2_025g3_n1000_s00_r16_i01_b5008_fea27ccee,yahoo_000g1_075g2_025g3_n1000_s00,0.18474045395851135,0.19672304391860962
structural_all_o,seed_aligned,1,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_050g2_050g3_n1000_s00_r16_i01_b5008_fea27ccee,yahoo_000g1_050g2_050g3_n1000_s00,0.03751891851425171,0.21448706090450287
structural_all_o,seed_aligned,1,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_025g2_075g3_n1000_s00_r16_i01_b5008_fea27ccee,yahoo_000g1_025g2_075g3_n1000_s00,-0.14497272670269012,0.21947039663791656
structural_all_o,seed_aligned,1,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_000g1_000g2_100g3_n1000_s00_r16_i01_b5008_fea27ccee,yahoo_000g1_000g2_100g3_n1000_s00,-0.32505175471305847,0.21385416388511658
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_100g1_000g2_000g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_100g1_000g2_000g3_n1000_s00,-0.03348669409751892,-0.35669615864753723
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_075g1_025g2_000g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_075g1_025g2_000g3_n1000_s00,0.06806967407464981,-0.24390065670013428
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_075g1_000g2_025g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_075g1_000g2_025g3_n1000_s00,-0.11281359940767288,-0.2468833327293396
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_050g1_050g2_000g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_050g1_050g2_000g3_n1000_s00,0.1855456531047821,-0.11427226662635803
structural_all_o,seed_aligned,2,/weka/scratch/jhu/cpriebe1/MO/model-taxonomy/results/shared_cache/03_adapters/allenai--OLMo-2-0425-1B-Instruct/yahoo_050g1_025g2_025g3_n1000_s00_r16_i02_b5008_fea27ccee,yahoo_050g1_025g2_025g3_n1000_s00,0.009169373661279678,-0.1210242435336113
